['10.1.80.1:53276', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657964388683, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.247:42462', 'socket', 'write', 1727657968683349, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.247:42480', 'socket', 'write', 1727657968697853, 'unknown']
['10.1.80.1:36678', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657968791828, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:36676', 'socket', 'write', 1727657968791717, 'unknown']
['10.1.80.1:36676', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657968791524, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:36678', 'socket', 'write', 1727657968792044, 'unknown']
['/usr/bin/fwatchdog', 'process', 'localhost:3000', 'socket', 'connect', 1727657969122927, 'unknown']
['/usr/bin/fwatchdog', 'process', 'pipe:[273416824]', 'file', 'write', 1727657969122501, 'unknown']
['/usr/bin/fwatchdog', 'process', 'localhost:3000', 'socket', 'write', 1727657969123109, 'unknown']
['10.1.80.247:46124', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657969122370, 'unknown']
['localhost:3000', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657969122996, 'unknown']
['/usr/local/bin/node', 'process', 'pipe:[273418319]', 'file', 'write', 1727657969123550, 'unknown']
['localhost:3000', 'socket', '/usr/local/bin/node', 'process', 'read', 1727657969123239, 'unknown']
['/usr/bin/fwatchdog', 'process', 'pipe:[273416825]', 'file', 'write', 1727657969124573, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.247:46124', 'socket', 'write', 1727657969124746, 'unknown']
['10.1.80.247:42680', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657969134349, 'unknown']
['10.1.80.247:53388', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657969136931, 'unknown']
['/usr/bin/fwatchdog', 'process', 'localhost:3000', 'socket', 'write', 1727657969138094, 'unknown']
['localhost:3000', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657969137958, 'unknown']
['/usr/bin/fwatchdog', 'process', 'localhost:3000', 'socket', 'connect', 1727657969137815, 'unknown']
['/usr/local/bin/node', 'process', 'pipe:[273418748]', 'file', 'write', 1727657969144942, 'unknown']
['pipe:[273418748]', 'file', '/usr/bin/fwatchdog', 'process', 'read', 1727657969145218, 'unknown']
['localhost:3000', 'socket', '/usr/local/bin/node', 'process', 'read', 1727657969144595, 'unknown']
['/usr/bin/fwatchdog', 'process', 'pipe:[273417046]', 'file', 'write', 1727657969145241, 'unknown']
['/usr/bin/fwatchdog', 'process', '/home/app/request.alastor.log', 'file', 'write', 1727657969148506, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.247:53388', 'socket', 'write', 1727657969148589, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.247:42680', 'socket', 'write', 1727657969162852, 'unknown']
['10.1.80.247:44304', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657969245816, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.247:44304', 'socket', 'write', 1727657969247994, 'unknown']
['10.1.80.247:42784', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657969377425, 'unknown']
['10.1.80.247:42798', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657969398309, 'unknown']
['10.1.80.247:44374', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657969411733, 'unknown']
['10.1.80.247:42820', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657969419657, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.247:44374', 'socket', 'write', 1727657969422773, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.247:42798', 'socket', 'write', 1727657969458069, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.247:42784', 'socket', 'write', 1727657969461094, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.247:42820', 'socket', 'write', 1727657969525302, 'unknown']
['10.1.80.247:42866', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657969567473, 'unknown']
['10.1.80.247:42874', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657969581815, 'unknown']
['10.1.80.247:42884', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657969603617, 'unknown']
['10.1.80.247:44470', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657969624457, 'unknown']
['10.1.80.247:44476', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657969627702, 'unknown']
['10.1.80.247:44482', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657969629651, 'unknown']
['10.1.80.247:44490', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657969635121, 'unknown']
['10.1.80.247:44498', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657969637610, 'unknown']
['10.1.80.247:44506', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657969639420, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.247:44470', 'socket', 'write', 1727657969650263, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.247:44476', 'socket', 'write', 1727657969654787, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.247:44482', 'socket', 'write', 1727657969659607, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.247:44490', 'socket', 'write', 1727657969662020, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.247:44498', 'socket', 'write', 1727657969663813, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.247:44506', 'socket', 'write', 1727657969665815, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.247:42866', 'socket', 'write', 1727657969678274, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.247:42884', 'socket', 'write', 1727657969695370, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.247:42874', 'socket', 'write', 1727657969699119, 'unknown']
['10.1.80.1:53860', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657970388606, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:53860', 'socket', 'write', 1727657970388863, 'unknown']
['10.1.80.1:53861', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657970388990, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:53861', 'socket', 'write', 1727657970389293, 'unknown']
['10.1.80.1:36631', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657970561514, 'unknown']
['10.1.80.1:36630', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657970561556, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:36631', 'socket', 'write', 1727657970561715, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:36630', 'socket', 'write', 1727657970562116, 'unknown']
['10.1.80.1:35564', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657970650645, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:35564', 'socket', 'write', 1727657970650780, 'unknown']
['10.1.80.1:35565', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657970650842, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:35565', 'socket', 'write', 1727657970651163, 'unknown']
['10.1.80.1:37120', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657970789952, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:37120', 'socket', 'write', 1727657970790088, 'unknown']
['10.1.80.1:37121', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657970790148, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:37121', 'socket', 'write', 1727657970790498, 'unknown']
['10.1.80.1:53883', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657972388309, 'unknown']
['10.1.80.1:53882', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657972388346, 'unknown']
['10.1.80.1:36654', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657972561356, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:53882', 'socket', 'write', 1727657972388481, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:53883', 'socket', 'write', 1727657972388828, 'unknown']
['10.1.80.1:36652', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657972561135, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:36654', 'socket', 'write', 1727657972561461, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:36652', 'socket', 'write', 1727657972561464, 'unknown']
['10.1.80.1:35584', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657972651152, 'unknown']
['10.1.80.1:35585', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657972651166, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:35585', 'socket', 'write', 1727657972651286, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:35584', 'socket', 'write', 1727657972651879, 'unknown']
['10.1.80.1:37146', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657972790336, 'unknown']
['10.1.80.1:37144', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657972790485, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:37146', 'socket', 'write', 1727657972790464, 'unknown']
['10.1.80.1:53914', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657974389300, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:37144', 'socket', 'write', 1727657972790594, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:53914', 'socket', 'write', 1727657974389416, 'unknown']
['10.1.80.1:53915', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657974389473, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:53915', 'socket', 'write', 1727657974389785, 'unknown']
['10.1.80.1:36685', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657974561433, 'unknown']
['10.1.80.1:36684', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657974561448, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:36685', 'socket', 'write', 1727657974561735, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:36684', 'socket', 'write', 1727657974562240, 'unknown']
['10.1.80.1:35616', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657974651409, 'unknown']
['10.1.80.1:35617', 'socket', '/usr/bin/fwatchdog', 'process', 'read', 1727657974651428, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:35617', 'socket', 'write', 1727657974651560, 'unknown']
['/usr/bin/fwatchdog', 'process', '10.1.80.1:35616', 'socket', 'write', 1727657974652155, 'unknown']
